year,month,stateid,price,price-units
2023,11,MTN,13.85,cents per kilowatt-hour
2023,11,MTN,12.57,cents per kilowatt-hour
2023,11,PACC,21.57,cents per kilowatt-hour
2023,11,PACC,13.17,cents per kilowatt-hour
2023,11,PACN,35.06,cents per kilowatt-hour
2023,11,PACN,0.0,cents per kilowatt-hour
2023,11,US,16.19,cents per kilowatt-hour
2023,11,US,12.6,cents per kilowatt-hour
2023,5,AZ,14.3,cents per kilowatt-hour
2023,5,AZ,10.45,cents per kilowatt-hour
2023,5,AR,12.32,cents per kilowatt-hour
2023,5,AR,15.12,cents per kilowatt-hour
2023,5,CA,29.82,cents per kilowatt-hour
2023,5,CA,13.12,cents per kilowatt-hour
2023,5,CO,14.34,cents per kilowatt-hour
2023,5,CO,11.3,cents per kilowatt-hour
2023,6,ME,27.56,cents per kilowatt-hour
2023,6,ME,0.0,cents per kilowatt-hour
2023,6,MD,17.0,cents per kilowatt-hour
2023,6,MD,11.16,cents per kilowatt-hour
2023,6,MA,27.52,cents per kilowatt-hour
2023,6,MA,7.28,cents per kilowatt-hour
2023,6,MI,19.38,cents per kilowatt-hour
2023,6,MI,13.85,cents per kilowatt-hour
2023,6,MN,15.68,cents per kilowatt-hour
2023,6,MN,13.9,cents per kilowatt-hour
2023,5,CT,31.36,cents per kilowatt-hour
2023,5,CT,16.12,cents per kilowatt-hour
2023,5,DE,16.62,cents per kilowatt-hour
2023,5,DE,0.0,cents per kilowatt-hour
2023,5,DC,17.09,cents per kilowatt-hour
2023,5,DC,10.39,cents per kilowatt-hour
2023,5,FL,15.09,cents per kilowatt-hour
2023,5,FL,11.49,cents per kilowatt-hour
2023,6,MS,13.27,cents per kilowatt-hour
2023,6,MS,0.0,cents per kilowatt-hour
2023,6,MO,14.1,cents per kilowatt-hour
2023,6,MO,9.7,cents per kilowatt-hour
2023,6,MT,13.16,cents per kilowatt-hour
2023,6,MT,0.0,cents per kilowatt-hour
2023,10,MTN,13.86,cents per kilowatt-hour
2023,10,MTN,12.92,cents per kilowatt-hour
2024,1,IN,14.0,cents per kilowatt-hour
2024,1,IN,11.86,cents per kilowatt-hour
2024,1,IA,11.85,cents per kilowatt-hour
2024,1,IA,0.0,cents per kilowatt-hour
2024,1,KS,13.04,cents per kilowatt-hour
2024,1,KS,0.0,cents per kilowatt-hour
2024,1,KY,12.51,cents per kilowatt-hour
2024,1,KY,0.0,cents per kilowatt-hour
2024,1,LA,10.82,cents per kilowatt-hour
2023,10,PACC,23.84,cents per kilowatt-hour
2023,10,PACC,14.42,cents per kilowatt-hour
2023,10,PACN,35.18,cents per kilowatt-hour
2023,10,PACN,0.0,cents per kilowatt-hour
2023,12,MD,11.7,cents per kilowatt-hour
2023,12,MA,28.94,cents per kilowatt-hour
2023,12,MA,6.94,cents per kilowatt-hour
2023,12,MI,18.7,cents per kilowatt-hour
2023,12,MI,13.68,cents per kilowatt-hour
2023,12,MN,14.09,cents per kilowatt-hour
2023,12,MN,10.52,cents per kilowatt-hour
2023,12,MS,13.06,cents per kilowatt-hour
2023,12,MS,0.0,cents per kilowatt-hour
2023,12,MO,11.33,cents per kilowatt-hour
2023,12,MO,8.63,cents per kilowatt-hour
2023,11,NH,25.58,cents per kilowatt-hour
2023,11,NH,0.0,cents per kilowatt-hour
2023,11,NJ,17.47,cents per kilowatt-hour
2023,11,NJ,11.59,cents per kilowatt-hour
2024,1,LA,10.48,cents per kilowatt-hour
2023,8,SD,13.07,cents per kilowatt-hour
2023,8,SD,0.0,cents per kilowatt-hour
2023,8,TN,11.93,cents per kilowatt-hour
2023,8,TN,0.0,cents per kilowatt-hour
2023,8,TX,14.17,cents per kilowatt-hour
2023,8,TX,6.75,cents per kilowatt-hour
2023,8,UT,11.67,cents per kilowatt-hour
2023,8,UT,12.32,cents per kilowatt-hour
2023,8,VT,20.47,cents per kilowatt-hour
2023,8,VT,0.0,cents per kilowatt-hour
2023,8,VA,13.85,cents per kilowatt-hour
2023,8,VA,10.36,cents per kilowatt-hour
2023,8,WA,11.14,cents per kilowatt-hour
2023,8,WA,10.19,cents per kilowatt-hour
2023,8,WV,14.2,cents per kilowatt-hour
2023,8,WV,0.0,cents per kilowatt-hour
2023,8,WI,17.19,cents per kilowatt-hour
2023,8,WI,18.57,cents per kilowatt-hour
2023,8,WY,12.45,cents per kilowatt-hour
2023,8,WY,0.0,cents per kilowatt-hour
2023,2,WSC,13.89,cents per kilowatt-hour
2023,2,WSC,7.35,cents per kilowatt-hour
2023,2,MTN,13.0,cents per kilowatt-hour
2023,2,MTN,12.94,cents per kilowatt-hour
2023,2,PACC,19.38,cents per kilowatt-hour
2023,2,PACC,11.8,cents per kilowatt-hour
2023,2,PACN,34.05,cents per kilowatt-hour
2023,2,PACN,0.0,cents per kilowatt-hour
2023,2,US,15.98,cents per kilowatt-hour
2023,2,US,13.14,cents per kilowatt-hour
2023,4,AL,14.54,cents per kilowatt-hour
2023,4,AL,0.0,cents per kilowatt-hour
2023,4,AK,23.44,cents per kilowatt-hour
2023,4,AK,0.0,cents per kilowatt-hour
2023,4,AZ,14.12,cents per kilowatt-hour
2023,4,AZ,9.28,cents per kilowatt-hour
2023,8,ME,25.37,cents per kilowatt-hour
2023,8,ME,0.0,cents per kilowatt-hour
2023,8,MD,16.39,cents per kilowatt-hour
2023,8,MD,11.17,cents per kilowatt-hour
2023,8,MA,28.02,cents per kilowatt-hour
2023,8,MA,6.75,cents per kilowatt-hour
2023,8,MI,19.57,cents per kilowatt-hour
2023,1,ND,9.95,cents per kilowatt-hour
2023,1,ND,0.0,cents per kilowatt-hour
2023,1,OH,14.3,cents per kilowatt-hour
2023,1,OH,5.51,cents per kilowatt-hour
2023,4,RI,23.54,cents per kilowatt-hour
2023,4,RI,16.69,cents per kilowatt-hour
2023,4,SC,13.9,cents per kilowatt-hour
2023,4,SC,0.0,cents per kilowatt-hour
2023,4,SD,11.92,cents per kilowatt-hour
2023,4,SD,0.0,cents per kilowatt-hour
2023,4,TN,11.86,cents per kilowatt-hour
2023,4,TN,0.0,cents per kilowatt-hour
2023,4,TX,14.36,cents per kilowatt-hour
2023,4,TX,7.14,cents per kilowatt-hour
2023,4,UT,10.84,cents per kilowatt-hour
2023,4,UT,12.2,cents per kilowatt-hour
2023,4,VT,20.75,cents per kilowatt-hour
2023,10,OK,13.04,cents per kilowatt-hour
2023,10,OK,0.0,cents per kilowatt-hour
2023,10,OR,13.29,cents per kilowatt-hour
2023,10,OR,11.66,cents per kilowatt-hour
2023,10,PA,18.44,cents per kilowatt-hour
2023,10,PA,10.83,cents per kilowatt-hour
2023,10,RI,30.08,cents per kilowatt-hour
2023,10,RI,17.42,cents per kilowatt-hour
2023,10,SC,14.0,cents per kilowatt-hour
2023,10,SC,0.0,cents per kilowatt-hour
2023,10,SD,13.05,cents per kilowatt-hour
2023,10,SD,0.0,cents per kilowatt-hour
2023,3,PACC,21.13,cents per kilowatt-hour
2023,3,PACC,11.63,cents per kilowatt-hour
2023,3,PACN,34.25,cents per kilowatt-hour
2023,3,PACN,0.0,cents per kilowatt-hour
2023,3,US,16.04,cents per kilowatt-hour
2023,3,US,12.28,cents per kilowatt-hour
2023,12,AL,14.16,cents per kilowatt-hour
2023,12,AL,0.0,cents per kilowatt-hour
2023,12,AK,24.22,cents per kilowatt-hour
2023,12,AK,0.0,cents per kilowatt-hour
2023,5,GA,13.96,cents per kilowatt-hour
2023,5,GA,5.94,cents per kilowatt-hour
2023,5,HI,42.26,cents per kilowatt-hour
2023,5,HI,0.0,cents per kilowatt-hour
2023,10,TN,12.49,cents per kilowatt-hour
2023,10,TN,0.0,cents per kilowatt-hour
2023,10,TX,14.89,cents per kilowatt-hour
2023,10,TX,7.17,cents per kilowatt-hour
2023,10,UT,11.23,cents per kilowatt-hour
2023,10,UT,12.32,cents per kilowatt-hour
2023,10,VT,22.11,cents per kilowatt-hour
2023,10,VT,0.0,cents per kilowatt-hour
2023,10,VA,14.16,cents per kilowatt-hour
2023,5,ID,10.72,cents per kilowatt-hour
2023,5,ID,0.0,cents per kilowatt-hour
2023,5,IL,17.86,cents per kilowatt-hour
2023,5,IL,7.25,cents per kilowatt-hour
2023,5,IN,15.12,cents per kilowatt-hour
2023,5,IN,0.0,cents per kilowatt-hour
2023,5,IA,14.29,cents per kilowatt-hour
2023,5,IA,0.0,cents per kilowatt-hour
2023,5,KS,13.86,cents per kilowatt-hour
2023,5,KS,0.0,cents per kilowatt-hour
2023,5,KY,12.69,cents per kilowatt-hour
2023,5,KY,0.0,cents per kilowatt-hour
2023,5,LA,11.72,cents per kilowatt-hour
2023,5,LA,11.47,cents per kilowatt-hour
2023,5,ME,29.19,cents per kilowatt-hour
2023,5,ME,0.0,cents per kilowatt-hour
2023,5,MD,16.08,cents per kilowatt-hour
2023,5,MD,11.33,cents per kilowatt-hour
2023,5,MA,29.39,cents per kilowatt-hour
2023,5,MA,7.51,cents per kilowatt-hour
2023,5,MI,18.7,cents per kilowatt-hour
2023,5,MI,14.07,cents per kilowatt-hour
2023,8,MI,14.12,cents per kilowatt-hour
2023,8,MN,15.61,cents per kilowatt-hour
2023,6,AL,14.67,cents per kilowatt-hour
2023,6,AL,0.0,cents per kilowatt-hour
2023,6,AK,24.79,cents per kilowatt-hour
2023,6,AK,0.0,cents per kilowatt-hour
2023,6,AZ,14.28,cents per kilowatt-hour
2023,6,AZ,11.46,cents per kilowatt-hour
2023,6,AR,12.46,cents per kilowatt-hour
2023,6,AR,16.8,cents per kilowatt-hour
2023,6,CA,31.24,cents per kilowatt-hour
2023,6,CA,11.85,cents per kilowatt-hour
2023,6,CO,14.63,cents per kilowatt-hour
2023,6,CO,14.98,cents per kilowatt-hour
2023,6,CT,31.85,cents per kilowatt-hour
2023,6,CT,16.63,cents per kilowatt-hour
2023,8,MN,13.4,cents per kilowatt-hour
2023,8,MS,12.7,cents per kilowatt-hour
2023,8,MS,0.0,cents per kilowatt-hour
2023,8,MO,14.25,cents per kilowatt-hour
2023,8,MO,12.18,cents per kilowatt-hour
2023,8,MT,12.93,cents per kilowatt-hour
2023,8,MT,0.0,cents per kilowatt-hour
2023,8,NE,12.19,cents per kilowatt-hour
2023,8,NE,0.0,cents per kilowatt-hour
2023,8,NV,16.48,cents per kilowatt-hour
2023,8,NV,12.87,cents per kilowatt-hour
2023,8,NH,26.13,cents per kilowatt-hour
2023,8,NH,0.0,cents per kilowatt-hour
2023,8,NJ,18.51,cents per kilowatt-hour
2023,8,NJ,12.18,cents per kilowatt-hour
2023,8,NM,14.41,cents per kilowatt-hour
2023,8,NM,0.0,cents per kilowatt-hour
2023,8,NY,22.26,cents per kilowatt-hour
2023,8,NY,16.34,cents per kilowatt-hour
2023,8,NC,12.7,cents per kilowatt-hour
2023,8,NC,9.43,cents per kilowatt-hour
2023,6,DE,15.99,cents per kilowatt-hour
2023,6,DE,0.0,cents per kilowatt-hour
2023,6,DC,16.55,cents per kilowatt-hour
2023,6,DC,9.04,cents per kilowatt-hour
2023,6,FL,15.23,cents per kilowatt-hour
2023,6,FL,11.27,cents per kilowatt-hour
2023,6,GA,14.59,cents per kilowatt-hour
2023,6,GA,7.57,cents per kilowatt-hour
2023,6,HI,41.74,cents per kilowatt-hour
2023,6,HI,0.0,cents per kilowatt-hour
2023,6,ID,11.71,cents per kilowatt-hour
2023,6,ID,0.0,cents per kilowatt-hour
2023,6,IL,15.08,cents per kilowatt-hour
2023,6,IL,7.14,cents per kilowatt-hour
2023,6,IN,14.67,cents per kilowatt-hour
2023,6,IN,11.56,cents per kilowatt-hour
2023,6,IA,15.11,cents per kilowatt-hour
2023,6,IA,0.0,cents per kilowatt-hour
2023,6,KS,13.33,cents per kilowatt-hour
2023,6,KS,0.0,cents per kilowatt-hour
2023,6,KY,12.65,cents per kilowatt-hour
2023,6,KY,0.0,cents per kilowatt-hour
2023,8,ND,12.55,cents per kilowatt-hour
2023,8,ND,0.0,cents per kilowatt-hour
2023,8,OH,15.63,cents per kilowatt-hour
2023,8,OH,6.34,cents per kilowatt-hour
2023,8,OK,13.1,cents per kilowatt-hour
2023,8,OK,0.0,cents per kilowatt-hour
2023,8,OR,13.02,cents per kilowatt-hour
2023,8,OR,11.4,cents per kilowatt-hour
2023,8,PA,17.89,cents per kilowatt-hour
2023,8,PA,11.02,cents per kilowatt-hour
2023,8,RI,25.54,cents per kilowatt-hour
2023,8,RI,16.75,cents per kilowatt-hour
2023,8,SC,13.41,cents per kilowatt-hour
2023,8,SC,0.0,cents per kilowatt-hour
2023,10,VA,9.98,cents per kilowatt-hour
2023,10,WA,11.33,cents per kilowatt-hour
2023,10,WA,10.12,cents per kilowatt-hour
2023,10,WV,15.05,cents per kilowatt-hour
2023,10,WV,0.0,cents per kilowatt-hour
2023,10,WI,17.14,cents per kilowatt-hour
2023,10,WI,21.34,cents per kilowatt-hour
2023,6,LA,11.25,cents per kilowatt-hour
2023,6,LA,11.28,cents per kilowatt-hour
2023,12,AZ,14.42,cents per kilowatt-hour
2023,12,AZ,9.63,cents per kilowatt-hour
2023,12,AR,11.54,cents per kilowatt-hour
2023,12,AR,15.18,cents per kilowatt-hour
2023,12,CA,29.12,cents per kilowatt-hour
2023,12,CA,13.09,cents per kilowatt-hour
2023,12,CO,14.18,cents per kilowatt-hour
2023,12,CO,12.39,cents per kilowatt-hour
2023,12,CT,26.89,cents per kilowatt-hour
2023,12,CT,19.57,cents per kilowatt-hour
2023,12,DE,16.3,cents per kilowatt-hour
2023,12,DE,0.0,cents per kilowatt-hour
2023,12,DC,17.82,cents per kilowatt-hour
2023,12,DC,10.57,cents per kilowatt-hour
2023,12,FL,15.2,cents per kilowatt-hour
2023,12,FL,11.31,cents per kilowatt-hour
2023,12,GA,12.72,cents per kilowatt-hour
2023,12,GA,6.2,cents per kilowatt-hour
2023,12,HI,41.6,cents per kilowatt-hour
2023,3,TX,7.28,cents per kilowatt-hour
2023,3,UT,10.86,cents per kilowatt-hour
2023,3,UT,12.21,cents per kilowatt-hour
2023,3,VT,20.38,cents per kilowatt-hour
2023,3,VT,0.0,cents per kilowatt-hour
2023,3,VA,14.67,cents per kilowatt-hour
2023,3,VA,11.06,cents per kilowatt-hour
2023,3,WA,10.79,cents per kilowatt-hour
2023,3,WA,10.65,cents per kilowatt-hour
2023,3,WV,14.23,cents per kilowatt-hour
2023,3,WV,0.0,cents per kilowatt-hour
2023,3,WI,16.47,cents per kilowatt-hour
2023,3,WI,16.2,cents per kilowatt-hour
2023,3,WY,10.68,cents per kilowatt-hour
2023,3,WY,0.0,cents per kilowatt-hour
2023,3,NEW,31.25,cents per kilowatt-hour
2023,3,NEW,14.92,cents per kilowatt-hour
2023,3,MAT,19.09,cents per kilowatt-hour
2023,3,MAT,13.57,cents per kilowatt-hour
2023,3,ENC,16.45,cents per kilowatt-hour
2023,3,ENC,7.33,cents per kilowatt-hour
2023,10,NE,11.67,cents per kilowatt-hour
2023,10,NE,0.0,cents per kilowatt-hour
2023,10,NV,14.63,cents per kilowatt-hour
2023,10,NV,12.48,cents per kilowatt-hour
2023,10,NH,25.49,cents per kilowatt-hour
2023,10,NH,0.0,cents per kilowatt-hour
2023,10,NJ,17.46,cents per kilowatt-hour
2023,10,NJ,11.2,cents per kilowatt-hour
2023,10,NM,14.12,cents per kilowatt-hour
2023,10,NM,0.0,cents per kilowatt-hour
2023,10,NY,21.99,cents per kilowatt-hour
2023,10,NY,15.26,cents per kilowatt-hour
2023,10,NC,14.4,cents per kilowatt-hour
2023,10,NC,10.14,cents per kilowatt-hour
2023,10,ND,11.71,cents per kilowatt-hour
2023,10,ND,0.0,cents per kilowatt-hour
2023,5,AL,14.55,cents per kilowatt-hour
2023,5,AL,0.0,cents per kilowatt-hour
2023,5,AK,24.91,cents per kilowatt-hour
2023,5,AK,0.0,cents per kilowatt-hour
2023,2,DC,15.7,cents per kilowatt-hour
2023,2,DC,10.47,cents per kilowatt-hour
2023,2,FL,15.82,cents per kilowatt-hour
2023,2,FL,10.35,cents per kilowatt-hour
2023,2,GA,13.53,cents per kilowatt-hour
2023,5,SC,13.98,cents per kilowatt-hour
2023,5,SC,0.0,cents per kilowatt-hour
2023,5,SD,13.18,cents per kilowatt-hour
2023,5,SD,0.0,cents per kilowatt-hour
2023,3,WNC,12.12,cents per kilowatt-hour
2023,3,WNC,10.31,cents per kilowatt-hour
2023,3,SAT,14.2,cents per kilowatt-hour
2023,3,SAT,10.11,cents per kilowatt-hour
2023,3,ESC,13.17,cents per kilowatt-hour
2023,3,ESC,0.0,cents per kilowatt-hour
2023,3,WSC,13.75,cents per kilowatt-hour
2023,3,WSC,7.51,cents per kilowatt-hour
2023,7,MD,16.02,cents per kilowatt-hour
2023,7,MD,11.1,cents per kilowatt-hour
2023,7,MA,27.43,cents per kilowatt-hour
2023,7,MA,6.62,cents per kilowatt-hour
2023,7,MI,19.43,cents per kilowatt-hour
2023,7,MI,14.05,cents per kilowatt-hour
2023,7,MN,15.6,cents per kilowatt-hour
2023,7,MN,13.49,cents per kilowatt-hour
2023,7,MS,12.82,cents per kilowatt-hour
2023,7,MS,0.0,cents per kilowatt-hour
2023,10,OH,15.89,cents per kilowatt-hour
2023,10,OH,6.72,cents per kilowatt-hour
2023,11,WV,14.42,cents per kilowatt-hour
2023,11,WV,0.0,cents per kilowatt-hour
2023,11,WI,16.85,cents per kilowatt-hour
2023,11,WI,15.74,cents per kilowatt-hour
2023,11,WY,11.59,cents per kilowatt-hour
2023,11,WY,0.0,cents per kilowatt-hour
2023,11,NEW,27.47,cents per kilowatt-hour
2023,11,NEW,10.68,cents per kilowatt-hour
2023,11,MAT,19.76,cents per kilowatt-hour
2023,2,GA,5.92,cents per kilowatt-hour
2023,2,HI,44.24,cents per kilowatt-hour
2023,2,HI,0.0,cents per kilowatt-hour
2023,2,ID,10.19,cents per kilowatt-hour
2023,2,ID,0.0,cents per kilowatt-hour
2023,8,WNC,14.21,cents per kilowatt-hour
2023,8,WNC,12.64,cents per kilowatt-hour
2023,8,SAT,14.28,cents per kilowatt-hour
2023,8,SAT,10.53,cents per kilowatt-hour
2023,8,ESC,12.79,cents per kilowatt-hour
2023,8,ESC,0.0,cents per kilowatt-hour
2023,8,WSC,13.56,cents per kilowatt-hour
2023,8,WSC,7.01,cents per kilowatt-hour
2023,8,MTN,13.92,cents per kilowatt-hour
2023,8,MTN,13.11,cents per kilowatt-hour
2023,8,PACC,24.22,cents per kilowatt-hour
2023,8,PACC,13.51,cents per kilowatt-hour
2023,8,PACN,34.22,cents per kilowatt-hour
2023,8,PACN,0.0,cents per kilowatt-hour
2023,8,US,15.91,cents per kilowatt-hour
2023,10,AR,12.73,cents per kilowatt-hour
2023,10,AR,13.2,cents per kilowatt-hour
2023,10,CA,31.78,cents per kilowatt-hour
2023,10,CA,14.92,cents per kilowatt-hour
2023,9,RI,17.44,cents per kilowatt-hour
2023,9,SC,14.04,cents per kilowatt-hour
2023,9,SC,0.0,cents per kilowatt-hour
2023,9,SD,13.24,cents per kilowatt-hour
2023,9,SD,0.0,cents per kilowatt-hour
2023,9,TN,11.78,cents per kilowatt-hour
2023,9,TN,0.0,cents per kilowatt-hour
2023,9,TX,14.68,cents per kilowatt-hour
2023,9,TX,7.49,cents per kilowatt-hour
2023,9,UT,11.85,cents per kilowatt-hour
2023,9,UT,12.33,cents per kilowatt-hour
2023,9,VT,21.21,cents per kilowatt-hour
2023,9,VT,0.0,cents per kilowatt-hour
2023,9,VA,14.69,cents per kilowatt-hour
2023,9,VA,9.02,cents per kilowatt-hour
2023,9,WA,11.38,cents per kilowatt-hour
2023,1,TN,12.04,cents per kilowatt-hour
2023,1,TN,0.0,cents per kilowatt-hour
2023,1,TX,14.36,cents per kilowatt-hour
2023,1,TX,7.09,cents per kilowatt-hour
2023,1,UT,10.65,cents per kilowatt-hour
2023,1,UT,12.41,cents per kilowatt-hour
2023,1,VT,19.96,cents per kilowatt-hour
2023,1,VT,0.0,cents per kilowatt-hour
2023,1,VA,13.96,cents per kilowatt-hour
2023,1,VA,12.21,cents per kilowatt-hour
2023,1,WA,10.49,cents per kilowatt-hour
2023,1,WA,10.06,cents per kilowatt-hour
2023,8,NEW,27.11,cents per kilowatt-hour
2023,8,NEW,13.43,cents per kilowatt-hour
2023,8,MAT,19.74,cents per kilowatt-hour
2023,8,MAT,15.18,cents per kilowatt-hour
2023,8,ENC,15.72,cents per kilowatt-hour
2023,8,ENC,6.79,cents per kilowatt-hour
2023,2,UT,10.79,cents per kilowatt-hour
2023,2,UT,12.41,cents per kilowatt-hour
2023,2,VT,20.28,cents per kilowatt-hour
2023,2,VT,0.0,cents per kilowatt-hour
2023,2,VA,14.32,cents per kilowatt-hour
2023,2,VA,11.32,cents per kilowatt-hour
2023,8,US,13.26,cents per kilowatt-hour
2023,9,AL,14.89,cents per kilowatt-hour
2023,9,AL,0.0,cents per kilowatt-hour
2023,3,DC,16.06,cents per kilowatt-hour
2023,3,DC,10.76,cents per kilowatt-hour
2023,3,FL,14.65,cents per kilowatt-hour
2023,3,FL,11.66,cents per kilowatt-hour
2023,3,GA,13.49,cents per kilowatt-hour
2023,3,GA,6.29,cents per kilowatt-hour
2023,3,HI,44.06,cents per kilowatt-hour
2023,3,HI,0.0,cents per kilowatt-hour
2023,3,ID,10.03,cents per kilowatt-hour
2023,3,ID,0.0,cents per kilowatt-hour
2023,3,IL,17.38,cents per kilowatt-hour
2023,3,IL,6.87,cents per kilowatt-hour
2023,3,IN,16.02,cents per kilowatt-hour
2023,3,IN,13.1,cents per kilowatt-hour
2023,3,IA,11.99,cents per kilowatt-hour
2023,3,IA,0.0,cents per kilowatt-hour
2023,3,KS,13.72,cents per kilowatt-hour
2023,3,KS,0.0,cents per kilowatt-hour
2023,3,KY,12.28,cents per kilowatt-hour
2023,9,WA,10.02,cents per kilowatt-hour
2023,4,AR,12.36,cents per kilowatt-hour
2023,4,AR,15.83,cents per kilowatt-hour
2023,4,CA,29.7,cents per kilowatt-hour
2023,4,CA,11.51,cents per kilowatt-hour
2023,4,CO,13.53,cents per kilowatt-hour
2023,4,CO,12.4,cents per kilowatt-hour
2023,4,CT,34.48,cents per kilowatt-hour
2023,4,CT,17.33,cents per kilowatt-hour
2023,4,DE,15.47,cents per kilowatt-hour
2023,4,DE,0.0,cents per kilowatt-hour
2023,4,DC,15.3,cents per kilowatt-hour
2023,4,DC,9.86,cents per kilowatt-hour
2023,4,FL,15.72,cents per kilowatt-hour
2023,4,FL,12.24,cents per kilowatt-hour
2023,4,GA,13.25,cents per kilowatt-hour
2023,4,GA,5.82,cents per kilowatt-hour
2023,4,HI,43.18,cents per kilowatt-hour
2023,4,HI,0.0,cents per kilowatt-hour
2023,4,ID,10.18,cents per kilowatt-hour
2023,3,KY,0.0,cents per kilowatt-hour
2023,3,LA,11.87,cents per kilowatt-hour
2023,3,LA,11.09,cents per kilowatt-hour
2023,3,ME,29.37,cents per kilowatt-hour
2023,3,ME,0.0,cents per kilowatt-hour
2023,3,MD,15.85,cents per kilowatt-hour
2023,3,MD,10.36,cents per kilowatt-hour
2023,3,MA,32.72,cents per kilowatt-hour
2023,3,MA,7.27,cents per kilowatt-hour
2023,3,MI,18.23,cents per kilowatt-hour
2023,3,MI,13.64,cents per kilowatt-hour
2023,3,MN,13.94,cents per kilowatt-hour
2023,3,MN,12.48,cents per kilowatt-hour
2023,3,MS,13.8,cents per kilowatt-hour
2023,3,MS,0.0,cents per kilowatt-hour
2023,3,MO,11.46,cents per kilowatt-hour
2023,3,MO,8.22,cents per kilowatt-hour
2023,3,MT,12.13,cents per kilowatt-hour
2023,3,MT,0.0,cents per kilowatt-hour
2023,5,NY,20.47,cents per kilowatt-hour
2023,5,NY,15.18,cents per kilowatt-hour
2023,6,NE,11.98,cents per kilowatt-hour
2023,6,NE,0.0,cents per kilowatt-hour
2023,6,NV,17.38,cents per kilowatt-hour
2023,6,NV,13.16,cents per kilowatt-hour
2023,6,NH,29.53,cents per kilowatt-hour
2023,6,NH,0.0,cents per kilowatt-hour
2023,6,NJ,18.19,cents per kilowatt-hour
2023,6,NJ,12.33,cents per kilowatt-hour
2023,6,NM,13.58,cents per kilowatt-hour
2023,6,NM,0.0,cents per kilowatt-hour
2023,6,NY,21.63,cents per kilowatt-hour
2023,6,NY,15.71,cents per kilowatt-hour
2023,6,NC,12.57,cents per kilowatt-hour
2023,6,NC,9.07,cents per kilowatt-hour
2023,6,ND,12.35,cents per kilowatt-hour
2023,6,ND,0.0,cents per kilowatt-hour
2023,6,OH,16.29,cents per kilowatt-hour
2023,6,OH,5.86,cents per kilowatt-hour
